,heading,key,value
606,Miscellaneous,Gear Box,5 Speed
607,Miscellaneous,Drive Type,FWD
608,Miscellaneous,Seating Capacity,5
609,Miscellaneous,Steering Type,Power
610,Miscellaneous,Turning Radius,4.6 metres
611,Miscellaneous,Front Brake Type,Ventilated Disc
612,Miscellaneous,Rear Brake Type,Drum
613,Miscellaneous,Top Speed,145 Kmph
614,Miscellaneous,Acceleration,13.3 Seconds
615,Miscellaneous,Tyre Type,"Tubeless,Radial"
616,Miscellaneous,No Door Numbers,5
617,Miscellaneous,Cargo Volumn,177
618,Engine and Transmission,Color,Green
619,Engine and Transmission,Engine Type,1.2l Turbocharged Revotron Engine
620,Engine and Transmission,Displacement,1199
621,Engine and Transmission,Max Power,118.35bhp@5500rpm
622,Engine and Transmission,Max Torque,170Nm@1750-4000rpm
623,Engine and Transmission,No of Cylinder,3
624,Engine and Transmission,Values per Cylinder,4
625,Dimensions & Capacity,Length,3993
626,Dimensions & Capacity,Width,1811
627,Dimensions & Capacity,Height,1606
628,Dimensions & Capacity,Wheel Base,2498
629,Dimensions & Capacity,Kerb Weight,1200
630,Miscellaneous,Gear Box,6 Speed
631,Miscellaneous,Seating Capacity,5
632,Miscellaneous,Steering Type,Electric
633,Miscellaneous,Turning Radius,5.1
634,Miscellaneous,Front Brake Type,Disc
635,Miscellaneous,Rear Brake Type,Drum
636,Miscellaneous,Tyre Type,"Tubeless,Radial"
637,Miscellaneous,No Door Numbers,5
638,Miscellaneous,Cargo Volumn,350
639,Engine and Transmission,Color,Red
640,Engine and Transmission,Engine Type,k14B VVT Engine
641,Engine and Transmission,Displacement,1373
642,Engine and Transmission,Max Power,91.1bhp@6000rpm
643,Engine and Transmission,Max Torque,130Nm@4000rpm
644,Engine and Transmission,No of Cylinder,4
645,Engine and Transmission,Values per Cylinder,4
646,Engine and Transmission,Value Configuration,DOHC
647,Engine and Transmission,Fuel Suppy System,MPFI
648,Engine and Transmission,BoreX Stroke,73 X 82mm
649,Engine and Transmission,Compression Ratio,10.1:1
650,Engine and Transmission,Turbo Charger,No
651,Engine and Transmission,Super Charger,No
652,Dimensions & Capacity,Length,4490mm
653,Dimensions & Capacity,Width,1730mm
654,Dimensions & Capacity,Height,1485mm
655,Dimensions & Capacity,Wheel Base,2650mm
656,Dimensions & Capacity,Front Tread,1495mm
657,Dimensions & Capacity,Rear Tread,1505mm
658,Dimensions & Capacity,Kerb Weight,1010kg
659,Dimensions & Capacity,Gross Weight,1490kg
660,Miscellaneous,Gear Box,5 Speed
661,Miscellaneous,Drive Type,FWD
662,Miscellaneous,Seating Capacity,5
663,Miscellaneous,Steering Type,Power
664,Miscellaneous,Turning Radius,5.4 metres
665,Miscellaneous,Front Brake Type,Ventilated Disc
666,Miscellaneous,Rear Brake Type,Drum
667,Miscellaneous,Top Speed,190 kmph
668,Miscellaneous,Acceleration,14 Seconds
669,Miscellaneous,Tyre Type,"Tubeless, Radial"
670,Miscellaneous,No Door Numbers,4
671,Miscellaneous,Cargo Volumn,510-litres
672,Engine and Transmission,Color,Silver
673,Engine and Transmission,Engine Type,Turbocharged Diesel engine
674,Engine and Transmission,Displacement,1999
675,Engine and Transmission,Max Power,245.4bhp@5500rpm
676,Engine and Transmission,Max Torque,430Nm@1750-2500rpm
677,Engine and Transmission,No of Cylinder,4
678,Engine and Transmission,Values per Cylinder,4
679,Engine and Transmission,Compression Ratio,15.5
680,Engine and Transmission,Turbo Charger,Yes
681,Dimensions & Capacity,Length,4371 mm
682,Dimensions & Capacity,Width,1996 mm
683,Dimensions & Capacity,Height,1649 mm
684,Dimensions & Capacity,Wheel Base,2681mm
685,Dimensions & Capacity,Front Tread,1626mm
686,Dimensions & Capacity,Rear Tread,1628mm
687,Dimensions & Capacity,Kerb Weight,1775
688,Dimensions & Capacity,Gross Weight,2450kg
689,Miscellaneous,Gear Box,9-speed automatic
690,Miscellaneous,Drive Type,AWD
691,Miscellaneous,Seating Capacity,5
692,Miscellaneous,Steering Type,Power
693,Miscellaneous,Front Brake Type,Disc
694,Miscellaneous,Rear Brake Type,Disc
695,Miscellaneous,Top Speed,205 Kmph
696,Miscellaneous,Acceleration,9.3 Seconds
697,Miscellaneous,Tyre Type,"Tubeless,Radial"
698,Miscellaneous,Alloy Wheel Size,18
699,Miscellaneous,No Door Numbers,5
700,Miscellaneous,Cargo Volumn,786
701,Engine and Transmission,Color,Brown
702,Engine and Transmission,Engine Type,i VTEC Engine
703,Engine and Transmission,Displacement,1497
704,Engine and Transmission,Max Power,117.3bhp@6600rpm
705,Engine and Transmission,Max Torque,145Nm@4600rpm
706,Engine and Transmission,No of Cylinder,4
707,Engine and Transmission,Values per Cylinder,4
708,Engine and Transmission,Value Configuration,SOHC
709,Engine and Transmission,Fuel Suppy System,PGM-Fi
710,Engine and Transmission,BoreX Stroke,73.0 X 89.4 mm
711,Engine and Transmission,Compression Ratio,10.3:1
712,Engine and Transmission,Turbo Charger,No
713,Engine and Transmission,Super Charger,No
714,Dimensions & Capacity,Length,4440mm
715,Dimensions & Capacity,Width,1695mm
716,Dimensions & Capacity,Height,1495mm
717,Dimensions & Capacity,Wheel Base,2600mm
718,Dimensions & Capacity,Front Tread,1480mm
719,Dimensions & Capacity,Rear Tread,1465mm
720,Dimensions & Capacity,Kerb Weight,1085kg
721,Miscellaneous,Gear Box,5 Speed CVT
722,Miscellaneous,Drive Type,FWD
723,Miscellaneous,Seating Capacity,5
724,Miscellaneous,Steering Type,Power
725,Miscellaneous,Turning Radius,5.3 metres
726,Miscellaneous,Front Brake Type,Disc
727,Miscellaneous,Rear Brake Type,Drum
728,Miscellaneous,Top Speed,195 Kmph
729,Miscellaneous,Acceleration,10 Seconds
730,Miscellaneous,Tyre Type,"Tubeless,Radial"
731,Miscellaneous,Alloy Wheel Size,15
732,Miscellaneous,No Door Numbers,4
733,Miscellaneous,Cargo Volumn,510-litres
734,Engine and Transmission,Color,Blue
735,Engine and Transmission,Engine Type,1.2 Kappa petrol
736,Engine and Transmission,Displacement,1197
737,Engine and Transmission,Max Power,81.86bhp@6000rpm
738,Engine and Transmission,Max Torque,113.8nm@4000rpm
739,Engine and Transmission,No of Cylinder,4
740,Engine and Transmission,Values per Cylinder,4
741,Engine and Transmission,Turbo Charger,No
742,Dimensions & Capacity,Length,3805mm
743,Dimensions & Capacity,Width,1680
744,Dimensions & Capacity,Height,1520
745,Dimensions & Capacity,Wheel Base,2450
746,Dimensions & Capacity,Kerb Weight,1060
747,Miscellaneous,Gear Box,5-Speed
748,Miscellaneous,Seating Capacity,5
749,Miscellaneous,Steering Type,Electric
750,Miscellaneous,Front Brake Type,Disc
751,Miscellaneous,Rear Brake Type,Drum
752,Miscellaneous,Tyre Type,"Tubeless, Radial"
753,Miscellaneous,Alloy Wheel Size,15
754,Miscellaneous,No Door Numbers,5
755,Engine and Transmission,Color,Others
756,Engine and Transmission,Engine Type,In-Line Engine
757,Engine and Transmission,Displacement,1197
758,Engine and Transmission,Max Power,80 PS at 5200 rpm
759,Engine and Transmission,Max Torque,"11.4 kgm at 4,000 rpm"
760,Engine and Transmission,No of Cylinder,4
761,Engine and Transmission,Values per Cylinder,4
762,Engine and Transmission,Value Configuration,DOHC
763,Engine and Transmission,Fuel Suppy System,MPFI
764,Engine and Transmission,Compression Ratio,:1
765,Engine and Transmission,Turbo Charger,No
766,Engine and Transmission,Super Charger,No
767,Dimensions & Capacity,Length,3940 mm
768,Dimensions & Capacity,Width,1710 mm
769,Dimensions & Capacity,Height,1505 mm
770,Dimensions & Capacity,Wheel Base,"2,525 mm"
771,Dimensions & Capacity,Front Tread,"1,505 mm"
772,Dimensions & Capacity,Rear Tread,"1,503 mm"
773,Dimensions & Capacity,Kerb Weight,1120
774,Miscellaneous,Gear Box,5 Speed
775,Miscellaneous,Drive Type,FWD
776,Miscellaneous,Seating Capacity,5
777,Miscellaneous,Steering Type,Power
778,Miscellaneous,Turning Radius,5.20 m
779,Miscellaneous,Front Brake Type,Disc
780,Miscellaneous,Rear Brake Type,Drum
781,Miscellaneous,Acceleration,12.96 Sec
782,Miscellaneous,Tyre Type,"Tubeless,Radial"
783,Miscellaneous,Alloy Wheel Size,14
784,Miscellaneous,No Door Numbers,5
785,Miscellaneous,Cargo Volumn,295 Lit
786,Engine and Transmission,Color,Grey
787,Engine and Transmission,Engine Type,VTVT Petrol Engine
788,Engine and Transmission,Displacement,1591
789,Engine and Transmission,Max Power,121.3bhp@6400rpm
790,Engine and Transmission,Max Torque,151NM@4850rpm
791,Engine and Transmission,No of Cylinder,4
792,Engine and Transmission,Values per Cylinder,4
793,Engine and Transmission,Value Configuration,DOHC
794,Engine and Transmission,Fuel Suppy System,MPFi
795,Engine and Transmission,Turbo Charger,No
796,Engine and Transmission,Super Charger,No
797,Dimensions & Capacity,Length,4270mm
798,Dimensions & Capacity,Width,1780mm
799,Dimensions & Capacity,Height,1665mm
800,Dimensions & Capacity,Ground Clearance Unladen,190mm
801,Dimensions & Capacity,Wheel Base,2590mm
802,Dimensions & Capacity,Kerb Weight,1300
803,Miscellaneous,Gear Box,6 Speed
804,Miscellaneous,Drive Type,FWD
805,Miscellaneous,Seating Capacity,5
806,Miscellaneous,Steering Type,Power
807,Miscellaneous,Turning Radius,5.3 metres
808,Miscellaneous,Front Brake Type,Disc
809,Miscellaneous,Rear Brake Type,Drum
810,Miscellaneous,Tyre Type,Tubeless
811,Miscellaneous,Alloy Wheel Size,17
812,Miscellaneous,No Door Numbers,5
813,Miscellaneous,Cargo Volumn,400
814,Engine and Transmission,Color,Silver
815,Engine and Transmission,Engine Type,K Series Dual jet
816,Engine and Transmission,Displacement,1197
817,Engine and Transmission,Max Power,88.50bhp@6000rpm
818,Engine and Transmission,Max Torque,113Nm@4400rpm
819,Engine and Transmission,No of Cylinder,4
820,Engine and Transmission,Values per Cylinder,4
821,Dimensions & Capacity,Length,3845mm
822,Dimensions & Capacity,Width,1735
823,Dimensions & Capacity,Height,1530
824,Dimensions & Capacity,Wheel Base,2450
825,Dimensions & Capacity,Front Tread,1530
826,Dimensions & Capacity,Rear Tread,1530
827,Dimensions & Capacity,Kerb Weight,875-905
828,Dimensions & Capacity,Gross Weight,1335
829,Miscellaneous,Gear Box,5-Speed
830,Miscellaneous,Seating Capacity,5
831,Miscellaneous,Steering Type,Electric
832,Miscellaneous,Turning Radius,4.8
833,Miscellaneous,Front Brake Type,Disc
834,Miscellaneous,Rear Brake Type,Drum
835,Miscellaneous,Tyre Type,"Radial, Tubeless"
836,Miscellaneous,No Door Numbers,5
837,Miscellaneous,Cargo Volumn,268
838,Engine and Transmission,Color,White
839,Engine and Transmission,Engine Type,VTVT Petrol Engine
840,Engine and Transmission,Displacement,1591
841,Engine and Transmission,Max Power,121.3bhp@6400rpm
842,Engine and Transmission,Max Torque,151Nm@4850rpm
843,Engine and Transmission,No of Cylinder,4
844,Engine and Transmission,Values per Cylinder,4
845,Engine and Transmission,Value Configuration,DOHC
846,Engine and Transmission,Fuel Suppy System,MPFi
847,Engine and Transmission,Turbo Charger,No
848,Engine and Transmission,Super Charger,No
849,Dimensions & Capacity,Length,4270mm
850,Dimensions & Capacity,Width,1780mm
851,Dimensions & Capacity,Height,1630mm
852,Dimensions & Capacity,Wheel Base,2590mm
853,Dimensions & Capacity,Kerb Weight,1280
854,Miscellaneous,Gear Box,6 Speed
855,Miscellaneous,Drive Type,FWD
856,Miscellaneous,Seating Capacity,5
857,Miscellaneous,Steering Type,Power
858,Miscellaneous,Turning Radius,5.3 metres
859,Miscellaneous,Front Brake Type,Disc
860,Miscellaneous,Rear Brake Type,Drum
861,Miscellaneous,Tyre Type,Tubeless
862,Miscellaneous,Alloy Wheel Size,17
863,Miscellaneous,No Door Numbers,5
864,Miscellaneous,Cargo Volumn,400-litres
865,Engine and Transmission,Color,Black
866,Engine and Transmission,Engine Type,1.5 l MPi petrol
867,Engine and Transmission,Displacement,1497
868,Engine and Transmission,Max Power,113.18bhp@6300rpm
869,Engine and Transmission,Max Torque,143.8Nm@4500rpm
870,Engine and Transmission,No of Cylinder,4
871,Engine and Transmission,Values per Cylinder,4
872,Engine and Transmission,Value Configuration,DOHC with VIS
873,Engine and Transmission,Fuel Suppy System,MPi
874,Dimensions & Capacity,Length,4440mm
875,Dimensions & Capacity,Width,1729mm
876,Dimensions & Capacity,Height,1475mm
877,Dimensions & Capacity,Wheel Base,2600mm
878,Dimensions & Capacity,Kerb Weight,1200
879,Miscellaneous,Gear Box,6 Speed
880,Miscellaneous,Seating Capacity,5
881,Miscellaneous,Steering Type,Electric
882,Miscellaneous,Front Brake Type,Disc
883,Miscellaneous,Rear Brake Type,Drum
884,Miscellaneous,Tyre Type,"Tubeless, Radial"
885,Miscellaneous,Alloy Wheel Size,16
886,Miscellaneous,No Door Numbers,4
887,Engine and Transmission,Color,Red
888,Engine and Transmission,Engine Type,K10B Engine
889,Engine and Transmission,Displacement,998
890,Engine and Transmission,Max Power,67.04bhp@6000rpm
891,Engine and Transmission,Max Torque,90Nm@3500rpm
892,Engine and Transmission,No of Cylinder,3
893,Engine and Transmission,Values per Cylinder,4
894,Engine and Transmission,Value Configuration,DOHC
895,Engine and Transmission,Fuel Suppy System,MPFi
896,Engine and Transmission,BoreX Stroke,73 X 82 mm
897,Engine and Transmission,Compression Ratio,11.0:1
898,Engine and Transmission,Turbo Charger,No
899,Engine and Transmission,Super Charger,No
900,Dimensions & Capacity,Length,3715mm
901,Dimensions & Capacity,Width,1635mm
902,Dimensions & Capacity,Height,1565mm
903,Dimensions & Capacity,Wheel Base,2425mm
904,Dimensions & Capacity,Front Tread,1420mm
905,Dimensions & Capacity,Rear Tread,1410mm
906,Dimensions & Capacity,Kerb Weight,840kg
907,Dimensions & Capacity,Gross Weight,1250kg
908,Miscellaneous,Gear Box,5 Speed 
909,Miscellaneous,Drive Type,FWD
910,Miscellaneous,Seating Capacity,5
911,Miscellaneous,Steering Type,Power
912,Miscellaneous,Turning Radius,4.7 metres
913,Miscellaneous,Front Brake Type,Ventilated Disc
914,Miscellaneous,Rear Brake Type,Drum
915,Miscellaneous,Top Speed,150 Kmph
916,Miscellaneous,Acceleration,15.05 Seconds
917,Miscellaneous,Tyre Type,"Tubeless, Radial"
918,Miscellaneous,No Door Numbers,5
919,Miscellaneous,Cargo Volumn,235-litres
920,Engine and Transmission,Color,Brown
921,Engine and Transmission,Engine Type,K10B Petrol Engine
922,Engine and Transmission,Displacement,998
923,Engine and Transmission,Max Power,67.05bhp@5500rpm
924,Engine and Transmission,Max Torque,90Nm@3500rpm
925,Engine and Transmission,No of Cylinder,3
926,Engine and Transmission,Values per Cylinder,4
927,Engine and Transmission,Value Configuration,DOHC
928,Engine and Transmission,Fuel Suppy System,MPFI
929,Engine and Transmission,BoreX Stroke,73  x 79.5 mm
930,Engine and Transmission,Turbo Charger,No
931,Engine and Transmission,Super Charger,No
932,Dimensions & Capacity,Length,3655 mm
933,Dimensions & Capacity,Width,1620 mm
934,Dimensions & Capacity,Height,1675 mm
935,Dimensions & Capacity,Wheel Base,2435 mm
936,Dimensions & Capacity,Kerb Weight,805-825kg
937,Dimensions & Capacity,Gross Weight,1340kg
938,Miscellaneous,Gear Box,5 Speed
939,Miscellaneous,Drive Type,FWD
940,Miscellaneous,Seating Capacity,5
941,Miscellaneous,Steering Type,Power
942,Miscellaneous,Turning Radius,4.7 metres
943,Miscellaneous,Front Brake Type,Disc
944,Miscellaneous,Rear Brake Type,Drum
945,Miscellaneous,Acceleration,18.6 Seconds
946,Miscellaneous,Tyre Type,"Tubeless Tyres, Radial"
947,Miscellaneous,No Door Numbers,5
948,Miscellaneous,Cargo Volumn,341 Litres
949,Engine and Transmission,Color,Red
950,Engine and Transmission,Engine Type,Kappa VTVT Petrol Engine
951,Engine and Transmission,Displacement,1197
952,Engine and Transmission,Max Power,81.86bhp@6000rpm
953,Engine and Transmission,Max Torque,113.75nm@4000rpm
954,Engine and Transmission,No of Cylinder,4
955,Engine and Transmission,Values per Cylinder,4
956,Engine and Transmission,Value Configuration,DOHC
957,Engine and Transmission,Fuel Suppy System,MPFI
958,Engine and Transmission,Turbo Charger,No
959,Engine and Transmission,Super Charger,No
960,Dimensions & Capacity,Length,3765mm
961,Dimensions & Capacity,Width,1660mm
962,Dimensions & Capacity,Height,1520mm
963,Dimensions & Capacity,Wheel Base,2425mm
964,Dimensions & Capacity,Front Tread,1479mm
965,Dimensions & Capacity,Rear Tread,1493mm
966,Dimensions & Capacity,Kerb Weight,1060
967,Miscellaneous,Gear Box,5 Speed
968,Miscellaneous,Drive Type,FWD
969,Miscellaneous,Seating Capacity,5
970,Miscellaneous,Steering Type,Power
971,Miscellaneous,Turning Radius,4.8 metres
972,Miscellaneous,Front Brake Type,Disc
973,Miscellaneous,Rear Brake Type,Drum
974,Miscellaneous,Top Speed,165 Kmph
975,Miscellaneous,Acceleration,12.9 Seconds
976,Miscellaneous,Tyre Type,Tubeless
977,Miscellaneous,Alloy Wheel Size,14
978,Miscellaneous,No Door Numbers,5
979,Miscellaneous,Cargo Volumn,256
980,Engine and Transmission,Color,Grey
981,Engine and Transmission,Engine Type,CDI In-line Engine
982,Engine and Transmission,Displacement,1950
983,Engine and Transmission,Max Power,191.7bhp@3800rpm
984,Engine and Transmission,Max Torque,400Nm@1600-2800rpm
985,Engine and Transmission,No of Cylinder,4
986,Engine and Transmission,Values per Cylinder,4
987,Engine and Transmission,Value Configuration,DOHC
988,Engine and Transmission,Fuel Suppy System,CRDI
989,Engine and Transmission,Turbo Charger,Yes
990,Engine and Transmission,Super Charger,No
991,Dimensions & Capacity,Length,5063mm
992,Dimensions & Capacity,Width,1860mm
993,Dimensions & Capacity,Height,1494mm
994,Dimensions & Capacity,Wheel Base,3079mm
995,Dimensions & Capacity,Front Tread,1595mm
996,Dimensions & Capacity,Rear Tread,1597mm
997,Dimensions & Capacity,Kerb Weight,1805
998,Miscellaneous,Gear Box,9 Speed
999,Miscellaneous,Drive Type,RWD
1000,Miscellaneous,Seating Capacity,5
1001,Miscellaneous,Steering Type,Electric
1002,Miscellaneous,Turning Radius,6 metres
1003,Miscellaneous,Front Brake Type,Ventilated Disc
1004,Miscellaneous,Rear Brake Type,Disc
1005,Miscellaneous,Top Speed,240 kmph
1006,Miscellaneous,Acceleration,7.3 Seconds
1007,Miscellaneous,Tyre Type,"Tubeless,Radial"
1008,Miscellaneous,Alloy Wheel Size,17
1009,Miscellaneous,No Door Numbers,4
1010,Miscellaneous,Cargo Volumn,540-litres
1011,Engine and Transmission,Color,Red
1012,Engine and Transmission,Engine Type,1.5 Dual VVT-i Engine
1013,Engine and Transmission,Displacement,1496
1014,Engine and Transmission,Max Power,105.5bhp@6000rpm
1015,Engine and Transmission,Max Torque,140Nm@4200rpm
1016,Engine and Transmission,No of Cylinder,4
1017,Engine and Transmission,Values per Cylinder,4
1018,Engine and Transmission,Value Configuration,DOHC
1019,Engine and Transmission,Fuel Suppy System,EFI
1020,Engine and Transmission,Turbo Charger,No
1021,Engine and Transmission,Super Charger,No
1022,Dimensions & Capacity,Length,4425mm
1023,Dimensions & Capacity,Width,1730mm
1024,Dimensions & Capacity,Height,1495mm
1025,Dimensions & Capacity,Wheel Base,2550mm
1026,Dimensions & Capacity,Kerb Weight,1105kg
